label	text
OFF	@USER @USER @USER unless you are good with an accused rapist sitting on the highest bench in the land I m sure your female constituents would love to hear you explain that away
NOT	@USER Liberals go crazy over Creationist s religious beliefs yet when useful for their own insanity disregard science There are 2 genders Male  amp; Female - this is a scientific fact A man doesn t chop off his breasts or have babies And where are the breastfeeding nazis for her cruelty
NOT	@USER Didn’t she also say “ Trump will never be president take it to the bank”
NOT	@USER Probably all staged by liberals to block Kavanaugh
NOT	@USER @USER @USER She should have gotten August off to let work on stuff at the P C It would have help her a lot
NOT	@USER @USER Hope he is able to stay in the league
NOT	@USER President Donald J Trump brings good will to all MAGA SPYGATE NOBEL
NOT	@USER @USER she is in fact not latino back to your trade
NOT	@USER Pulling out all the stops with no holds barred is the battle tactic strategy of the usual Secular-Progressive Democrat or MSM Archetype Before our Country Constitution is lost Conservatives and Republicans must say No More Mr M s Nice Person
NOT	@USER Bro he is cray mehn
NOT	@USER @USER Ask @USER he know the truth hahaha :smiling face with smiling eyes::smiling face with smiling eyes: have favoritism person so unfair
NOT	A private life is a happy life :smiling face with heart-eyes:
OFF	@USER @USER Buckle up Democrats and liberals The shit is about to hit the fan for you and the FBI DOJ
NOT	@USER @USER I still can t believe that you are 51 years old and yes your mom gave you some great genes
NOT	@USER Did you even READ this article? No one is suggesting Trump made this claim And there are several links to good deeds he IS credited with URL URL URL
NOT	MUST READ :backhand index pointing down: #MAGA URL
NOT	@USER 3) this appointment has been commonly know for 6 months minimum But now when the left has nothing else to throw at him she suddenly speaks up 4) This individual is a antifa supporting liberal collage professor Continued
NOT	overheard convo dad: he’s talking about Gov Brown I’d like to shoot him He’s a terrible man small child: but why? That’d make you a criminal dad: it’d be worth all liberals need to die small child: wow that’s sad It’s naive to think these beliefs are dying off
OFF	#Liberals had some sort of mutual masturbation awards show This is me still not caring @USER @USER @USER @USER URL
NOT	@USER How awesome Takes pictures She is such an icon and legend What a pioneer for women Enjoy it
NOT	Get busy :rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing: #MAGA #ConfirmKavanaugh #DemsDesperate URL
OFF	@USER @USER @USER @USER @USER At least we have brains to fall out in the first place; unlike conservatives who believe everything their handlers feed them
NOT	@USER Radicalism??? who s behind Antifa and other disruptive organizations causing havoc - your buddy George Soros Again if you have a SPECIFIC accusation you should bring it all of your words are political rhetoric Nothing clear here
OFF	@USER @USER Tbere aren t hardly any Conservatives left in California Perhaps the threats are just unintelligible robo calls by Antifa comrades jacked up on Starbucks and Lucky Charms
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Jesus inherited the sinful genes from sinful Mary It was in Jesus blood to commit sin
NOT	@USER @USER IT WAS OFF THE PLATFORM HOW IS THIS OK ? ??
OFF	@USER Conservatives Vote NOW Fed Up With Stupidity
NOT	lt;BECAUSE YOU ARE MY 현재 gt; by Gió Ngày Thu Năm 1997 x Golden Beryl Because you are my 현재 so I ll cherish every moment with you You are my past present and my future Link: URL #HAPPYHYUNJAEDAY #BELIEVE HYUNJAE DAY #너의존재가 기적이야 URL
NOT	@USER Congratulations on being in San Antonio for one year I am glad you are working here
NOT	@USER @USER You are awesome @USER :heart suit::heart suit::smiling face with heart-eyes::smiling face with heart-eyes:
NOT	@USER @USER Same with the conservatives
NOT	@USER @USER I didn t know Oprah Winfrey knew how to play tennis :face screaming in fear:
NOT	@USER What exactly does he think he is going to do? He should be careful about how he goes around issuing sly theats
OFF	@USER @USER Security are paid to protect you from trash and crazy people
NOT	@USER thank you for signing Shelby’s poster last night She is still so excited We are so proud of our big win #OneTROY #GoTrojans #ProudAlum URL
NOT	@USER Hate to rain on the parade but this is most likely a 1-11 Arkansas team they beat Glad for Mason as he is a great player but the team they beat would not be competitive in C-USA
NOT	@USER @USER @USER To pivot away from China: - Form TPP: TRUMP Pacific Partnership - Give business to other Asian countries and form strong support network outside China - Ban products from China that include stolen Intellectual Property - No sharing IP to do business in China #MAGA @USER
OFF	@USER @USER Lol your going to jail
OFF	Replace Chris Collins with anyone but Carl Paladino URL #TCOT #MAGA #RedNationRising
OFF	@USER @USER who really cares about any of this wack ass beef???:face with tears of joy::skull:
NOT	@USER We are actually thinking of making this event a gathering for local Antifa members and the #Resistance Make your voices heard against #Drumpf :water wave::water wave::water wave::rainbow flag:
NOT	#UofGH Justice Studies Assistant Program Head Dr Glenn Hanna recently took part in a series of interviews with CBC radio regarding gun control and what a potential ban on handguns and assault rifles could mean for Canada Listen to the interview here: URL URL
NOT	@USER Liberals and third worlders to thank for it
OFF	How does this #MAGA ? ? Is this our tax dollars at work ? ? URL
OFF	@USER And the fact he called you a nigger after you respectfully told him your preference damn near proves that theory :woman facepalming medium skin tone:
NOT	@USER Hi Brit I was notified by Twitter account @USER that he placed me on 2 of his TARGET lists Terrorist LOL) and Antifa not so funny) He s got high profile people like you on his list and then he s got random citizens on his lists I have notificed @USER
NOT	@USER URL Go back to Alpha Sara will report more today Omega is coming Truth Trust the Plan MAGA WE are the PLAN = Truth
NOT	@USER @USER Wait for it GUN CONTROL oh wait Hoggy boy is in Canada :rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing:
NOT	@USER 3 pitches right down the middle while no one else is having trouble with this guy Its unbelievable he is playing with the season on the line
OFF	@USER Do you have the state right Cali and Chicago are protected by many strict gun control laws
NOT	@USER @USER Hahaha It didnt happen so she is fine
NOT	@USER @USER she is a bad girl bad bad gril :)
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Happy to connect #WeMakeAmericaGreat :United States::United States::United States:
NOT	@USER We ve got a big story coming out most probably next week) about the Communist origins of Antifa I hope you can join us @USER
NOT	@USER Fk that
NOT	@USER @USER @USER You’ve got too many NewYork Liberals moving into the state I see it in my town
NOT	@USER @USER @USER Rabid nationalists who ve been misled into thinking it s the liberals who are globalists
NOT	@USER @USER Those other three are activist judges They must be conservatives
NOT	@USER @USER Why didn t she save her grandfather in Puerto Rico if she had that kind of cash? Bc She is socialist
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you for allowing me aboard Proudly following all #MAGA #KAG Patriots :United States:
OFF	@USER LMBO She s like Pelosi She thinks she important because she is a female She is a destriment to society and Real Women
OFF	@USER Oh what a tangled web we weave when first we practice to deceive Give it up Serena you are looking silly now
NOT	@USER @USER @USER I will be looking to invest offshore after this
NOT	@USER He was almost shot and that makes him an expert
OFF	@USER This message is also going to get Antifa members killed - if the open carry nuts feel someone is trying to kill them by taking their gun they will defend themselves - and will probably not face jail Whereas someone actively stealing a gun will
NOT	@USER This is all political theater Are liberals really that stupid to believe that the FBI investigates state crimes? Especially incidents that happened 36 years ago by a juvenile? This is nothing more than a tactic to delay Kavanaugh’s confirmation
NOT	@USER Perhaps we have zeroed in on the problem with liberals Their fruits and vegetables are unclean
